V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,scaled_amount,scaled_time,Actual_Class
-8.52028611454175,0.781487289804934,-4.96155094468204,-0.139906092424858,-5.03044442147909,-0.378378196305094,0.0057823297823045,3.17800249539704,-0.449005788451181,-0.299144793402371,-0.058227957371395,1.56591605387569,-0.196017645722512,2.91290820369379,-0.059743851714091,2.18679258606021,0.56724465691549,-0.141297030396939,-0.0962186210869751,-1.32681245738807,-0.835001258390424,-1.91167924496439,-2.15016020689098,0.250859771426004,-0.140822398807138,0.523765997568169,1.06416323445028,-1.04619140082443,1.8417199275051135,-1.1405994817657632,0
-1.82422265440613,-0.620020693370301,-0.467198869613807,-0.407000056242754,-0.476089176769928,1.39157457311422,2.4523661115505,0.441657467576127,-0.843092289894088,-1.67094657417863,-0.520258051319495,0.543644236779497,0.502731989037439,0.52045443061816,0.174104109291314,-0.999377756638668,0.706510150359426,-1.9332564224561,-1.0929105064902,0.952881615304257,0.284531513066558,-0.127786541088868,1.24720711755931,-1.15369301506807,-0.0664637176931464,0.361554548201604,-0.209685282339727,0.0606355880608633,1.870346224653709,0.7662376278123901,0
0.4480926056733,-0.922810486436002,-0.0132931364539827,1.56404043661252,-0.734068162904538,-0.760530719070281,0.699542733489764,-0.282067971215943,-0.0551894525091995,-0.136120563613808,-0.409401510060267,0.0833071689880732,-0.226472778697522,0.516476348319805,0.978819198122394,0.239519824641218,-0.420273753049688,-0.219442728590157,-0.458337797939581,0.660541320874466,0.0656266273794009,-0.740807165866947,-0.304281825501542,0.372358382570642,0.306718034819362,-0.578690947135821,-0.061109421528297,0.0961781720621234,1.2829873819022843,-1.250669249101272,0
-10.6457996485752,5.9183066586857,-11.6710425949575,8.80736917876038,-7.97550136587277,-3.58680634405361,-13.6167970541448,6.42816934590602,-7.36845129274034,-12.8881582878915,6.85495311388866,-13.2116950297251,1.03561234332246,-13.7789556397675,1.04044835530024,-11.2903278082585,-20.5780220491922,-7.54782411219534,3.11847976563045,-0.0461701790327979,2.57196959291347,0.206809359357246,-1.66780140024191,0.558418754024331,-0.0278978765982558,0.354253781525514,0.273328726801416,-0.152908080809092,-0.35322939296682354,-1.1283016543075775,1
-3.21895201068387,2.70853541135777,-3.26304158740062,1.36186594394607,-1.64577567536596,-1.85298187130258,-3.06995821412732,-1.79687585578416,-0.213356097435365,-3.55198400939375,3.77974953895486,-6.98477147722078,-1.14097718858781,-9.37787845231763,0.921463506707037,-4.65207119462111,-9.09423129737693,-3.08254995409724,0.132330776389272,0.571654488206511,1.80787725006384,-0.890421395077162,-0.325814386573867,0.123039596922715,-0.0930137472776971,0.232105969675678,-0.310518998304807,-0.745294626799623,-0.11094536961418347,-1.2433200337195824,1
-3.49910753739178,0.258555160773118,-4.48955807274398,4.85389435139681,-6.97452154477167,3.62838209065084,5.43127092073166,-1.94673371078472,-0.775680092900109,-1.9877731876087,4.69039566550924,-6.9980424321007,1.45401198637847,-3.73802333366749,0.31774206255503,-2.01354268083989,-5.1361351026702,-1.18382211654359,1.66339401354543,-3.04262575715977,-1.05236825623151,0.204816873569406,-2.11900744010783,0.170278608305444,-0.393844118118335,0.296367194488607,1.98591321801306,-0.900451638402827,6.882027230478815,-1.8057140027705558,1
-4.19873460983989,0.194120636801706,-3.91758567828042,3.92074784640417,-1.87548574659158,-2.11893292738694,-3.61444510993627,1.68788446543007,-2.18987113590881,-4.68423332514029,4.37690666362302,-5.00744082816051,-1.30474507803596,-6.19247526385522,1.00240426741391,-3.31693430074553,-6.18883415213498,-1.04041264854272,1.23304434947994,1.0033504305956,0.801312235949018,-0.183000576489906,-0.440386862411508,0.292539411877521,-0.144967421927777,-0.251743981877142,1.24941367428483,-0.131524643545312,0.6019133987649539,-0.4735265738541021,1
1.20337730000354,0.149739703074842,0.603744893989482,0.560316495478251,-0.59189045817748,-0.804040491509937,-0.0906716314532349,-0.0268077603664647,-0.109544907792472,0.126175285348113,1.53152841341542,0.707219036323581,-0.591731674786836,0.604515310921494,0.402649893176261,0.476427460767558,-0.554544823266959,-0.0172789892922767,0.0990446391492503,-0.140206965217777,-0.201649036382612,-0.658439846541515,0.159175234916434,0.508800717739788,0.133654905451995,0.067153685183634,-0.0376520805442947,0.0091374699899664,-0.34807186177664357,-0.5607484939428103,0
-4.39797444171999,1.35836702839758,-2.5928442182573,2.67978696694832,-1.12813094208956,-1.70653638774951,-3.49619729302467,-0.248777743025673,-0.24776789948008,-4.80163740602813,4.89584422347523,-10.9128193194019,0.184371685834387,-6.77109672468083,-0.0073261825777121,-7.35808322132346,-12.5984185405511,-5.13154862842983,0.308333945758691,-0.17160787864796,0.573574068424352,0.176967718048195,-0.436206883597401,-0.0535018648884285,0.252405261951833,-0.657487754764504,-0.827135714578603,0.849573379985768,-0.11734230752448421,-1.8494723682810184,1
-4.59561704249556,5.08369023030901,-7.58101461744265,7.54603279503791,-6.94916456384443,-1.72918492987346,-8.19019171984817,2.71466961013434,-7.08316933143187,-11.1412776902967,7.38185937432083,-14.4686550955305,0.299659909360646,-13.602211465597,0.516112699650764,-13.5632729563133,-23.8156358284126,-9.17055721888169,3.66952343976659,1.68216030642087,2.24897122592187,0.566843572297808,0.0337440528595468,0.591783408003629,0.334228764687698,0.386801106292112,2.16389776726335,0.983103834042297,1.0065597024534143,-1.1303021570619056,1
